Timestamp,Email Address,Name,Email,Student ID,Expected Graduation Year,"Race/Ethnicity (feel free to put ""I prefer not to respond"")",Major,Minor,Phone Number,Which instrument(s) would you like to teach?,Years of experience with instrument(s),Grade levels you prefer to work with:,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Are you interested in In-Class Tutoring?,Are you interested in Private Tutoring?,I have read and agree to the member commitment policy.,I have read and agree to the attendance policy.,Are you a returning or new tutor?,"If you are a returning tutor, would you like to continue with your previous student/school? Please indicate the name of your previous placement if so. If you are a new tutor, please write N/A."
2/4/2020 15:06:07,Morbi@ornarelectusante.edu,Person 18,Morbi@ornarelectusante.edu,1.50E+12,2023,,"Intended Business Administration, Data Science",,,Piano,11,"K-3, 3-5, 5-8, 9-12",3pm- 5pm,"3pm- 5pm, After 5pm",3pm- 5pm,"3pm- 5pm, After 5pm",3pm- 5pm,,,Yes,Yes,Yes,Yes,New,
2/4/2020 21:29:36,facilisis.facilisis.magna@orci.co.uk,Person 19,facilisis.facilisis.magna@orci.co.uk,1.49E+12,2023,,MCB,,,Piano,~ 10 years,K-3,After 5pm,,After 5pm,,"3pm- 5pm, After 5pm",,,No,Yes,Yes,Yes,New,
2/4/2020 23:02:07,ultrices@dictumauguemalesuada.com,Person 20,ultrices@dictumauguemalesuada.com,1.48E+12,2022,,Public Health or MCB,,,"Saxophone, Piano",Piano: 11 years. Sax: 8 years,"3-5, 5-8, 9-12",After 5pm,,After 5pm,,,,,No,Yes,Yes,Yes,Returning,
2/5/2020 0:32:12,ut.eros@Donecfelisorci.org,Person 21,ut.eros@Donecfelisorci.org,1.48E+12,2021,,Political Science and Sociology,,,Cello,9 years,5-8,After 5pm,,After 5pm,,,"11am-1pm, 1pm- 3pm, 3pm- 5pm","11am-1pm, 1pm- 3pm, 3pm- 5pm",Yes,Yes,Yes,Yes,Returning,
2/5/2020 12:42:14,fames@Integereulacus.ca,Person 22,fames@Integereulacus.ca,1.47E+12,2020,,Sustainable Energy Engineering in Conservation and Resource Studies Major,"Energy Engineering, Sustainable Environmental Design",,"Saxophone, Piano","16, 11","K-3, 3-5, 5-8",After 5pm,After 5pm,After 5pm,After 5pm,After 5pm,"1pm- 3pm, 3pm- 5pm, After 5pm","1pm- 3pm, 3pm- 5pm, After 5pm",Yes,Yes,Yes,Yes,Returning,
2/5/2020 15:37:03,Fusce.fermentum.fermentum@malesuadaInteger.net,Person 23,Fusce.fermentum.fermentum@malesuadaInteger.net,1.46E+12,2023,,Economics,,,Guitar,9,"5-8, 9-12","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",,,No,Yes,Yes,Yes,New,
2/5/2020 15:41:06,dictum.eu.placerat@erosnon.edu,Person 24,dictum.eu.placerat@erosnon.edu,1.46E+12,2023,,Intended Business Administration,Music,,"Violin, Piano",Piano: 14 years // Violin: 7 years,"K-3, 3-5, 5-8, 9-12",After 5pm,After 5pm,After 5pm,After 5pm,After 5pm,Before 11am,"Before 11am, 3pm- 5pm, After 5pm",Yes,Yes,Yes,Yes,New,
2/5/2020 19:07:45,Morbi@ornarelectusante.edu,Person 25,Morbi@ornarelectusante.edu,1.45E+12,2020,,MCB,,,Violin,16,"5-8, 9-12",,,,,3pm- 5pm,"Before 11am, 3pm- 5pm",3pm- 5pm,Yes,No,Yes,Yes,Returning,
2/5/2020 20:23:42,facilisis.facilisis.magna@orci.co.uk,Person 26,facilisis.facilisis.magna@orci.co.uk,1.44E+12,2023,,Intended applied math,,,Piano,12,"K-3, 3-5",3pm- 5pm,,3pm- 5pm,3pm- 5pm,3pm- 5pm,,,No,Yes,Yes,Yes,New,
2/5/2020 21:03:10,ultrices@dictumauguemalesuada.com,Person 27,ultrices@dictumauguemalesuada.com,1.44E+12,2021,,Public Health,Data Science,,Piano,10,3-5,After 5pm,After 5pm,"3pm- 5pm, After 5pm",After 5pm,After 5pm,Before 11am,"Before 11am, 11am-1pm, 1pm- 3pm, After 5pm",No,Yes,Yes,Yes,Returning,
2/5/2020 21:21:09,ut.eros@Donecfelisorci.org,Person 28,ut.eros@Donecfelisorci.org,1.43E+12,2022,,Integrative Biology/Music,,,"Violin, Piano","Violin 10, Piano 15",5-8,3pm- 5pm,3pm- 5pm,3pm- 5pm,3pm- 5pm,3pm- 5pm,,,No,Yes,Yes,Yes,Returning,
2/5/2020 23:08:40,fames@Integereulacus.ca,Person 29,fames@Integereulacus.ca,1.42E+12,2023,,Intended MCB and Business,,,Cello,15,"K-3, 3-5, 5-8, 9-12",After 5pm,After 5pm,"3pm- 5pm, After 5pm",,,,,No,Yes,Yes,Yes,New,
2/5/2020 23:56:30,Fusce.fermentum.fermentum@malesuadaInteger.net,Person 30,Fusce.fermentum.fermentum@malesuadaInteger.net,1.42E+12,2022,,Data Science/Econ,Music,,Clarinet,10,5-8,"3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",,"3pm- 5pm, After 5pm",,,,Yes,Yes,Yes,Yes,Returning,
2/6/2020 0:11:25,dictum.eu.placerat@erosnon.edu,Person 31,dictum.eu.placerat@erosnon.edu,1.41E+12,2022,,Computer Science,,,Clarinet,3,"3-5, 5-8, 9-12",After 5pm,After 5pm,After 5pm,After 5pm,After 5pm,"3pm- 5pm, After 5pm","11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",Yes,Yes,Yes,Yes,New,
2/6/2020 2:40:48,Morbi@ornarelectusante.edu,Person 32,Morbi@ornarelectusante.edu,1.41E+12,2020,,"Integrative Biology, Psychology",,,"Piano, Voice","Voice - 10 years, Piano - 15 years","K-3, 3-5, 5-8, 9-12",3pm- 5pm,"3pm- 5pm, After 5pm",3pm- 5pm,3pm- 5pm,3pm- 5pm,"11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",No,Yes,Yes,Yes,Returning,
2/6/2020 4:44:04,facilisis.facilisis.magna@orci.co.uk,Person 33,facilisis.facilisis.magna@orci.co.uk,1.40E+12,2023,,Engineering Undeclared,Music Minor,,Piano,9,"3-5, 5-8, 9-12",,,,,,,Before 11am,Yes,Yes,Yes,Yes,Returning,
2/6/2020 10:21:32,ultrices@dictumauguemalesuada.com,Person 34,ultrices@dictumauguemalesuada.com,1.39E+12,2021,,Integrative Biology,,,Piano,9,"K-3, 3-5, 5-8",,,,,,,Before 11am,No,Yes,Yes,Yes,New,
2/6/2020 10:26:32,ut.eros@Donecfelisorci.org,Person 35,ut.eros@Donecfelisorci.org,1.39E+12,2023,,Data Science/Business,,,Voice,13,"5-8, 9-12",After 5pm,After 5pm,After 5pm,After 5pm,,,,Yes,No,Yes,Yes,New,
2/6/2020 11:00:55,fames@Integereulacus.ca,Person 36,fames@Integereulacus.ca,1.38E+12,2023,,Music/Anthropology,Slavic Lit,,Saxophone,2,"K-3, 3-5, 5-8","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",3pm- 5pm,"3pm- 5pm, After 5pm",3pm- 5pm,"11am-1pm, 1pm- 3pm, 3pm- 5pm","Before 11am, 11am-1pm, 1pm- 3pm",Yes,Yes,Yes,Yes,Returning,
2/6/2020 13:06:07,Fusce.fermentum.fermentum@malesuadaInteger.net,Person 37,Fusce.fermentum.fermentum@malesuadaInteger.net,1.37E+12,2023,,MCB,Econ,,Piano,11,"5-8, 9-12",3pm- 5pm,3pm- 5pm,3pm- 5pm,,,,,Yes,Yes,Yes,Yes,New,
2/6/2020 20:36:30,dictum.eu.placerat@erosnon.edu,Person 38,dictum.eu.placerat@erosnon.edu,1.37E+12,2023,,Econ and Data Science,Spanish,,Piano,13,"K-3, 3-5, 5-8, 9-12",3pm- 5pm,"3pm- 5pm, After 5pm","1pm- 3pm, 3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","Before 11am, 11am-1pm","Before 11am, 1pm- 3pm, 3pm- 5pm",No,Yes,Yes,Yes,Returning,
2/6/2020 21:48:06,Morbi@ornarelectusante.edu,Person 39,Morbi@ornarelectusante.edu,1.36E+12,2023,,Undeclared,,,Clarinet,8,"5-8, 9-12",3pm- 5pm,,3pm- 5pm,,"3pm- 5pm, After 5pm",,"11am-1pm, 1pm- 3pm",Yes,Yes,Yes,Yes,New,
2/6/2020 22:56:27,facilisis.facilisis.magna@orci.co.uk,Person 40,facilisis.facilisis.magna@orci.co.uk,1.35E+12,2022,,Intended Business Administration,Public Policy,,Piano,12,"K-3, 3-5",After 5pm,After 5pm,,After 5pm,,"Before 11am, 11am-1pm","1pm- 3pm, 3pm- 5pm, After 5pm",No,Yes,Yes,Yes,Returning,
2/6/2020 23:17:35,ultrices@dictumauguemalesuada.com,Person 41,ultrices@dictumauguemalesuada.com,1.35E+12,2023,,Civil Engineering,,,"Percussion, Drums","Approximately, 8 w/ classical piano, 9 w/ drums, 9 w/ acoustic guitar. Some experience w/ electric bass, electric guitar, saxophone, ukulele, and cajon.","K-3, 3-5, 5-8, 9-12",After 5pm,After 5pm,,After 5pm,,"Before 11am, 11am-1pm, 1pm- 3pm","1pm- 3pm, 3pm- 5pm, After 5pm",Yes,Yes,Yes,Yes,Returning,
2/6/2020 23:22:37,ut.eros@Donecfelisorci.org,Person 42,ut.eros@Donecfelisorci.org,1.34E+12,2021,,Public Health,,,Piano,12,3-5,After 5pm,,,,"3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",No,Yes,Yes,Yes,Returning,
2/7/2020 0:12:47,fames@Integereulacus.ca,Person 43,fames@Integereulacus.ca,1.33E+12,2023,,MCB (intended),,,Piano,Around 10,"K-3, 3-5, 5-8, 9-12","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",,,"3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",Yes,Yes,Yes,Yes,Returning,
2/7/2020 10:00:53,Fusce.fermentum.fermentum@malesuadaInteger.net,Person 44,Fusce.fermentum.fermentum@malesuadaInteger.net,1.33E+12,2021,,MCB,,,Piano,10,"3-5, 5-8",After 5pm,,After 5pm,,"3pm- 5pm, After 5pm","11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",No,Yes,Yes,Yes,Returning,
2/7/2020 10:07:14,dictum.eu.placerat@erosnon.edu,Person 45,dictum.eu.placerat@erosnon.edu,1.32E+12,2022,,Political Science,Human Rights,,Violin,11,"K-3, 3-5",,"3pm- 5pm, After 5pm",,,,,"3pm- 5pm, After 5pm",No,Yes,Yes,Yes,Returning,
2/7/2020 10:20:42,Morbi@ornarelectusante.edu,Person 46,Morbi@ornarelectusante.edu,1.32E+12,2023,,MCB,,,Violin,10 years,"3-5, 5-8, 9-12","3pm- 5pm, After 5pm",After 5pm,,,,"11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",,Yes,Yes,Yes,Yes,New,
2/7/2020 11:04:38,facilisis.facilisis.magna@orci.co.uk,Person 47,facilisis.facilisis.magna@orci.co.uk,1.31E+12,2021,,Sociology,,,Oboe,11,5-8,After 5pm,After 5pm,After 5pm,After 5pm,"1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",Yes,Yes,Yes,Yes,Returning,
2/7/2020 11:58:20,ultrices@dictumauguemalesuada.com,Person 48,ultrices@dictumauguemalesuada.com,1.30E+12,2023,,Pre-law,Music,,Piano,10,"3-5, 5-8, 9-12",,,,,After 5pm,Before 11am,3pm- 5pm,Yes,Yes,Yes,Yes,New,
2/7/2020 13:59:45,ut.eros@Donecfelisorci.org,Person 49,ut.eros@Donecfelisorci.org,1.30E+12,2021,,MCB Neurobio,,,Violin,8+ years,"K-3, 3-5, 5-8, 9-12",After 5pm,After 5pm,,After 5pm,,"1pm- 3pm, 3pm- 5pm",,Yes,Yes,Yes,Yes,Returning,
2/7/2020 14:14:50,fames@Integereulacus.ca,Person 50,fames@Integereulacus.ca,1.29E+12,2021,,Music Major,Education Minor,,Flute,13,"5-8, 9-12",,,,,,"Before 11am, 1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",Yes,Yes,Yes,Yes,Returning,
2/7/2020 14:49:48,Fusce.fermentum.fermentum@malesuadaInteger.net,Person 51,Fusce.fermentum.fermentum@malesuadaInteger.net,1.28E+12,2023,,Molecular Cellular Biology,Music,,Piano,13,"K-3, 3-5, 5-8",After 5pm,After 5pm,After 5pm,After 5pm,,,,Yes,Yes,Yes,Yes,New,
2/7/2020 15:44:02,dictum.eu.placerat@erosnon.edu,Person 52,dictum.eu.placerat@erosnon.edu,1.28E+12,2021,,MCB,Global Public Health,,Guitar,10,"3-5, 5-8",3pm- 5pm,,,,,11am-1pm,1pm- 3pm,No,Yes,Yes,Yes,Returning,
2/7/2020 16:23:47,Morbi@ornarelectusante.edu,Person 53,Morbi@ornarelectusante.edu,1.27E+12,2022,,Chemical Biology,,,Piano,15,"K-3, 3-5","1pm- 3pm, 3pm- 5pm, After 5pm",After 5pm,After 5pm,"1pm- 3pm, 3pm- 5pm, After 5pm","1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",No,Yes,Yes,Yes,Returning,
2/7/2020 17:09:56,facilisis.facilisis.magna@orci.co.uk,Person 54,facilisis.facilisis.magna@orci.co.uk,1.26E+12,2023,,Cognitive Science,,,"Percussion, Piano","piano: 9, percussion: 4","K-3, 3-5","3pm- 5pm, After 5pm","1pm- 3pm, 3pm- 5pm, After 5pm",,"1pm- 3pm, 3pm- 5pm, After 5pm","1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm",,Yes,Yes,Yes,Yes,New,
2/7/2020 18:18:20,ultrices@dictumauguemalesuada.com,Person 55,ultrices@dictumauguemalesuada.com,1.26E+12,2022,,Economics,None,,Clarinet,8,"5-8, 9-12",After 5pm,After 5pm,After 5pm,After 5pm,After 5pm,Before 11am,Before 11am,No,Yes,Yes,Yes,New,
2/7/2020 19:47:01,ut.eros@Donecfelisorci.org,Person 56,ut.eros@Donecfelisorci.org,1.25E+12,2023,,Integrative Biology,Education,,"Bass, Flute, Oboe",Flute (6 years) Bass and oboe (5 years) all on and off,"K-3, 3-5, 5-8, 9-12",After 5pm,After 5pm,After 5pm,After 5pm,,,After 5pm,Yes,No,Yes,Yes,New,
2/7/2020 19:49:56,fames@Integereulacus.ca,Person 57,fames@Integereulacus.ca,1.24E+12,2023,,Environmental Science,n/a,,"Flute, Percussion","Flute 7 years, mallet percussion 4 years.","5-8, 9-12",After 5pm,After 5pm,After 5pm,After 5pm,,,After 5pm,Yes,Yes,Yes,Yes,New,
2/7/2020 21:23:35,Fusce.fermentum.fermentum@malesuadaInteger.net,Person 58,Fusce.fermentum.fermentum@malesuadaInteger.net,1.24E+12,2021,,MCB,Chem,,Flute,8,"3-5, 5-8",3pm- 5pm,,,,"3pm- 5pm, After 5pm",,,No,Yes,Yes,Yes,Returning,
2/7/2020 22:20:02,dictum.eu.placerat@erosnon.edu,Person 59,dictum.eu.placerat@erosnon.edu,1.23E+12,2020,,EECS,,,Violin,15,"K-3, 3-5, 5-8, 9-12","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm",After 5pm,"3pm- 5pm, After 5pm","11am-1pm, 1pm- 3pm","11am-1pm, 1pm- 3pm",Yes,Yes,Yes,Yes,New,
2/7/2020 22:34:59,Morbi@ornarelectusante.edu,Person 60,Morbi@ornarelectusante.edu,1.23E+12,2023,,Business,,,Voice,8,"3-5, 5-8, 9-12",After 5pm,After 5pm,After 5pm,After 5pm,,11am-1pm,11am-1pm,Yes,Yes,Yes,Yes,New,
2/7/2020 22:35:30,facilisis.facilisis.magna@orci.co.uk,Person 61,facilisis.facilisis.magna@orci.co.uk,1.22E+12,2022,,Economics,,,"Piano, Composition",8,"K-3, 3-5, 5-8, 9-12",After 5pm,After 5pm,,,,,,No,Yes,Yes,Yes,Returning,
2/7/2020 22:40:59,ultrices@dictumauguemalesuada.com,Person 62,ultrices@dictumauguemalesuada.com,1.21E+12,2021,,Applied Math,Philosophy,,Piano,6,"K-3, 3-5, 5-8","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm","Before 11am, 11am-1pm, 1pm- 3pm, 3pm- 5pm, After 5pm",Yes,Yes,Yes,Yes,New,
2/7/2020 22:55:19,ut.eros@Donecfelisorci.org,Person 63,ut.eros@Donecfelisorci.org,1.21E+12,2023,,Econ,Data Science,,Piano,10,"K-3, 3-5, 5-8",After 5pm,After 5pm,After 5pm,After 5pm,After 5pm,"1pm- 3pm, 3pm- 5pm, After 5pm","1pm- 3pm, 3pm- 5pm, After 5pm",Yes,Yes,Yes,Yes,Returning,
